dt,cnt_id,cycle_id,event,location_name,end_location_name,cnt_type,days_since_last_event,days_until_free
2007-03-09,ERKU4123975,ERKU4123975_cycle_8,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,1,7
2007-03-09,ERKU4123975,ERKU4123975_cycle_8,Прибыл_по_ЖД,Москва,Москва,40,0,7
2007-03-09,KNYU1437543,KNYU1437543_cycle_9,Прибыл_по_ЖД,Москва,Москва,20,5,47
2007-03-09,KNYU1773354,KNYU1773354_cycle_6,Прибыл_свободным,Владивосток,Владивосток,20,17,0
2007-03-09,KNYU1773354,KNYU1773354_cycle_7,Передан_на_погрузку,Владивосток,Санкт-Петербург,20,0,44
2007-03-09,KNYU3537798,KNYU3537798_cycle_7,Прибыл_груженый,Владивосток,Санкт-Петербург,20,21,14
2007-03-09,KNYU3537798,KNYU3537798_cycle_7,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,20,0,14
2007-03-09,KNYU7944727,KNYU7944727_cycle_9,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,23
2007-03-09,KNYU8173059,KNYU8173059_cycle_9,Передан_на_погрузку,Санкт-Петербург,Москва,20,0,44
2007-03-09,WEDU4651205,WEDU4651205_cycle_8,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,12,7
2007-03-09,WEDU6876299,WEDU6876299_cycle_8,Прибыл_по_ЖД,Владивосток,Владивосток,20,19,20
2007-03-10,CRTU3557001,CRTU3557001_cycle_7,Прибыл_груженый,Владивосток,Москва,20,14,35
2007-03-10,CRTU8114609,CRTU8114609_cycle_8,Прибыл_свободным,Владивосток,Владивосток,20,12,0
2007-03-10,CRTU8114609,CRTU8114609_cycle_9,Передан_на_погрузку,Владивосток,Санкт-Петербург,20,0,50
2007-03-10,CRTU8128829,CRTU8128829_cycle_10,Отправлен_по_ЖД,Москва,Владивосток,20,1,36
2007-03-10,ERKU3112209,ERKU3112209_cycle_6,Прибыл_груженый,Санкт-Петербург,Владивосток,20,5,29
2007-03-10,ERKU4123975,ERKU4123975_cycle_8,Отправлен_грузополучателю,Москва,Москва,40,1,6
2007-03-10,KNYU1033833,KNYU1033833_cycle_7,Передан_на_погрузку,Санкт-Петербург,Москва,40,0,18
2007-03-10,KNYU1437543,KNYU1437543_cycle_9,Отправлен_грузополучателю,Москва,Москва,20,1,46
2007-03-10,TIMU6310893,TIMU6310893_cycle_9,Прибыл_по_ЖД,Владивосток,Владивосток,40,18,20
2007-03-10,WEDU6876299,WEDU6876299_cycle_8,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,19
2007-03-11,BUTU8954572,BUTU8954572_cycle_7,Прибыл_груженый,Владивосток,Санкт-Петербург,40,10,26
2007-03-11,CRTU1167966,CRTU1167966_cycle_8,Прибыл_груженый,Санкт-Петербург,Москва,40,16,27
2007-03-11,ERKU3112209,ERKU3112209_cycle_6,Отправлен_по_ЖД,Санкт-Петербург,Владивосток,20,1,28
2007-03-11,ERKU5797068,ERKU5797068_cycle_7,Прибыл_по_ЖД,Москва,Москва,40,11,2
2007-03-11,ERKU5797068,ERKU5797068_cycle_7,Отправлен_грузополучателю,Москва,Москва,40,0,2
2007-03-11,ERKU7945290,ERKU7945290_cycle_9,Прибыл_по_ЖД,Москва,Москва,20,11,27
2007-03-11,KNYU6806102,KNYU6806102_cycle_7,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,15,0
2007-03-11,STNU9487869,STNU9487869_cycle_9,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,40,31,0
2007-03-11,STNU9767317,STNU9767317_cycle_7,Прибыл_по_ЖД,Москва,Москва,20,15,8
2007-03-11,STNU9767317,STNU9767317_cycle_7,Отправлен_грузополучателю,Москва,Москва,20,0,8
2007-03-11,STNU9845862,STNU9845862_cycle_6,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,3,3
2007-03-11,STNU9845862,STNU9845862_cycle_6,Прибыл_по_ЖД,Москва,Москва,40,0,3
2007-03-11,WEDU4651205,WEDU4651205_cycle_8,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,2,5
2007-03-11,WEDU7000544,WEDU7000544_cycle_6,Прибыл_свободным,Владивосток,Владивосток,20,17,0
2007-03-11,WEDU8568487,WEDU8568487_cycle_11,Передан_на_погрузку,Санкт-Петербург,Владивосток,40,0,46
2007-03-12,BUTU8729025,BUTU8729025_cycle_7,Передан_на_погрузку,Санкт-Петербург,Москва,40,0,20
2007-03-12,CRTU1167966,CRTU1167966_cycle_8,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,1,26
2007-03-12,CRTU3557001,CRTU3557001_cycle_7,Отправлен_по_ЖД,Владивосток,Москва,20,2,33
2007-03-12,STNU2794431,STNU2794431_cycle_7,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,14,17
2007-03-12,TIMU3137493,TIMU3137493_cycle_7,Прибыл_груженый,Санкт-Петербург,Москва,40,12,20
2007-03-12,TIMU8250428,TIMU8250428_cycle_8,Передан_на_погрузку,Москва,Владивосток,20,0,19
2007-03-12,TOWU5842316,TOWU5842316_cycle_9,Прибыл_груженый,Москва,Санкт-Петербург,40,14,17
2007-03-12,TOWU7808384,TOWU7808384_cycle_6,Прибыл_груженый,Санкт-Петербург,Москва,40,15,19
2007-03-12,WEDU6874585,WEDU6874585_cycle_7,Прибыл_груженый,Москва,Санкт-Петербург,20,7,7
2007-03-12,WEDU8568487,WEDU8568487_cycle_11,Прибыл_груженый,Санкт-Петербург,Владивосток,40,1,45
2007-03-13,BUTU8954572,BUTU8954572_cycle_7,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,40,2,24
2007-03-13,CRTU1167966,CRTU1167966_cycle_8,Прибыл_по_ЖД,Москва,Москва,40,1,25
2007-03-13,CRTU1521773,CRTU1521773_cycle_6,Прибыл_по_ЖД,Владивосток,Владивосток,20,9,15
2007-03-13,CRTU3557936,CRTU3557936_cycle_8,Передан_на_погрузку,Москва,Владивосток,20,0,51
2007-03-13,ERKU5797068,ERKU5797068_cycle_7,Прибыл_свободным,Москва,Москва,40,2,0
2007-03-13,ERKU5797068,ERKU5797068_cycle_8,Передан_на_погрузку,Москва,Санкт-Петербург,40,0,50
2007-03-13,STNU3092282,STNU3092282_cycle_9,Передан_на_погрузку,Владивосток,Санкт-Петербург,40,0,53
2007-03-13,STNU9845862,STNU9845862_cycle_6,Отправлен_грузополучателю,Москва,Москва,40,2,1
2007-03-13,TIMU1636645,TIMU1636645_cycle_7,Прибыл_по_ЖД,Владивосток,Владивосток,20,18,22
2007-03-13,TIMU3656871,TIMU3656871_cycle_7,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,18,20
2007-03-13,TOWU5842316,TOWU5842316_cycle_9,Отправлен_по_ЖД,Москва,Санкт-Петербург,40,1,16
2007-03-13,WEDU2383938,WEDU2383938_cycle_8,Прибыл_груженый,Владивосток,Санкт-Петербург,20,12,50
2007-03-13,WEDU6102098,WEDU6102098_cycle_7,Передан_на_погрузку,Владивосток,Санкт-Петербург,20,0,26
2007-03-13,WEDU6874585,WEDU6874585_cycle_7,Отправлен_по_ЖД,Москва,Санкт-Петербург,20,1,6
2007-03-13,WEDU6874585,WEDU6874585_cycle_7,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,0,6
2007-03-13,WEDU8568487,WEDU8568487_cycle_11,Отправлен_по_ЖД,Санкт-Петербург,Владивосток,40,1,44
2007-03-13,WEDU9910122,WEDU9910122_cycle_8,Передан_на_погрузку,Санкт-Петербург,Владивосток,40,0,32
2007-03-14,CRTU1521773,CRTU1521773_cycle_6,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,14
2007-03-14,CRTU5834937,CRTU5834937_cycle_6,Прибыл_груженый,Владивосток,Москва,20,5,26
2007-03-14,ERKU3509749,ERKU3509749_cycle_8,Прибыл_груженый,Москва,Санкт-Петербург,20,14,18
2007-03-14,ERKU7945290,ERKU7945290_cycle_9,Отправлен_грузополучателю,Москва,Москва,20,3,24
2007-03-14,KNYU4619290,KNYU4619290_cycle_9,Прибыл_груженый,Москва,Владивосток,40,16,25
2007-03-14,STNU2794431,STNU2794431_cycle_7,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,2,15
2007-03-14,STNU9845862,STNU9845862_cycle_6,Прибыл_свободным,Москва,Москва,40,1,0
2007-03-14,TIMU1636645,TIMU1636645_cycle_7,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,21
2007-03-14,TIMU3137493,TIMU3137493_cycle_7,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,2,18
2007-03-14,TIMU3656871,TIMU3656871_cycle_7,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,1,19
2007-03-14,TIMU6310893,TIMU6310893_cycle_9,Отправлен_грузополучателю,Владивосток,Владивосток,40,4,16
2007-03-14,TOWU2984334,TOWU2984334_cycle_9,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,40,7,0
2007-03-14,TOWU6899546,TOWU6899546_cycle_7,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,8,0
2007-03-14,WEDU6874585,WEDU6874585_cycle_7,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,1,5
2007-03-15,CRTU2183954,CRTU2183954_cycle_7,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,40,18,0
2007-03-15,KNYU5372067,KNYU5372067_cycle_8,Передан_на_погрузку,Владивосток,Санкт-Петербург,40,0,48
2007-03-15,KNYU6970613,KNYU6970613_cycle_9,Передан_на_погрузку,Москва,Владивосток,20,0,33
2007-03-15,KNYU8173059,KNYU8173059_cycle_9,Прибыл_груженый,Санкт-Петербург,Москва,20,6,38
2007-03-15,STNU1402586,STNU1402586_cycle_8,Прибыл_груженый,Москва,Владивосток,20,14,31
2007-03-15,STNU4510100,STNU4510100_cycle_8,Передан_на_погрузку,Владивосток,Москва,20,0,53
2007-03-15,TIMU5165088,TIMU5165088_cycle_7,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,40,16,0
2007-03-15,TOWU7808384,TOWU7808384_cycle_6,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,3,16
2007-03-15,WEDU2383938,WEDU2383938_cycle_8,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,20,2,48
2007-03-15,WEDU6654977,WEDU6654977_cycle_7,Передан_на_погрузку,Москва,Владивосток,20,0,42
2007-03-16,CRTU1167966,CRTU1167966_cycle_8,Отправлен_грузополучателю,Москва,Москва,40,3,22
2007-03-16,CRTU5834937,CRTU5834937_cycle_6,Отправлен_по_ЖД,Владивосток,Москва,20,2,24
2007-03-16,CRTU8114609,CRTU8114609_cycle_9,Прибыл_груженый,Владивосток,Санкт-Петербург,20,6,44
2007-03-16,ERKU3509749,ERKU3509749_cycle_8,Отправлен_по_ЖД,Москва,Санкт-Петербург,20,2,16
2007-03-16,ERKU3509749,ERKU3509749_cycle_8,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,0,16
2007-03-16,ERKU3509749,ERKU3509749_cycle_8,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,0,16
2007-03-16,ERKU4123975,ERKU4123975_cycle_8,Прибыл_свободным,Москва,Москва,40,6,0
2007-03-16,KNYU1773354,KNYU1773354_cycle_7,Прибыл_груженый,Владивосток,Санкт-Петербург,20,7,37
2007-03-16,KNYU4619290,KNYU4619290_cycle_9,Отправлен_по_ЖД,Москва,Владивосток,40,2,23
2007-03-16,KNYU5786200,KNYU5786200_cycle_7,Прибыл_свободным,Владивосток,Владивосток,20,23,0
2007-03-16,TIMU5293271,TIMU5293271_cycle_8,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,19,0
2007-03-16,TIMU7964806,TIMU7964806_cycle_6,Прибыл_свободным,Москва,Москва,40,17,0
2007-03-16,TIMU8887794,TIMU8887794_cycle_7,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,12,0
2007-03-16,TOWU6899546,TOWU6899546_cycle_8,Передан_на_погрузку,Санкт-Петербург,Москва,20,0,37
2007-03-16,TOWU8351331,TOWU8351331_cycle_5,Прибыл_свободным,Владивосток,Владивосток,20,12,0
2007-03-16,TOWU8351331,TOWU8351331_cycle_6,Передан_на_погрузку,Владивосток,Москва,20,0,45
2007-03-16,WEDU4651205,WEDU4651205_cycle_8,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,5,0
2007-03-17,CRTU1937935,CRTU1937935_cycle_6,Прибыл_по_ЖД,Владивосток,Владивосток,40,16,3
2007-03-17,CRTU1937935,CRTU1937935_cycle_6,Отправлен_грузополучателю,Владивосток,Владивосток,40,0,3
2007-03-17,CRTU2183954,CRTU2183954_cycle_8,Передан_на_погрузку,Санкт-Петербург,Владивосток,40,0,34
2007-03-17,CRTU2183954,CRTU2183954_cycle_8,Прибыл_груженый,Санкт-Петербург,Владивосток,40,0,34
2007-03-17,CRTU2183954,CRTU2183954_cycle_8,Отправлен_по_ЖД,Санкт-Петербург,Владивосток,40,0,34
2007-03-17,KNYU8173059,KNYU8173059_cycle_9,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,2,36
2007-03-17,STNU1402586,STNU1402586_cycle_8,Отправлен_по_ЖД,Москва,Владивосток,20,2,29
2007-03-17,TIMU3137493,TIMU3137493_cycle_7,Прибыл_по_ЖД,Москва,Москва,40,3,15
2007-03-17,TIMU7736033,TIMU7736033_cycle_7,Прибыл_по_ЖД,Владивосток,Владивосток,20,14,27
2007-03-17,TOWU5842316,TOWU5842316_cycle_9,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,40,4,12
2007-03-17,TOWU7808384,TOWU7808384_cycle_6,Прибыл_по_ЖД,Москва,Москва,40,2,14
2007-03-18,BUTU4321000,BUTU4321000_cycle_9,Прибыл_по_ЖД,Москва,Москва,40,16,9
2007-03-18,CRTU8114609,CRTU8114609_cycle_9,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,20,2,42
2007-03-18,STNU6396019,STNU6396019_cycle_7,Прибыл_свободным,Владивосток,Владивосток,40,22,0
2007-03-18,TIMU7736033,TIMU7736033_cycle_7,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,26
2007-03-18,TIMU9543550,TIMU9543550_cycle_9,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,40,15,24
2007-03-18,TOWU9892746,TOWU9892746_cycle_8,Прибыл_свободным,Владивосток,Владивосток,40,16,0
2007-03-18,WEDU5817433,WEDU5817433_cycle_8,Передан_на_погрузку,Владивосток,Санкт-Петербург,20,0,27
2007-03-18,WEDU6102098,WEDU6102098_cycle_7,Прибыл_груженый,Владивосток,Санкт-Петербург,20,5,21
2007-03-19,BUTU7079823,BUTU7079823_cycle_8,Передан_на_погрузку,Москва,Санкт-Петербург,20,0,16
2007-03-19,CRTU6264170,CRTU6264170_cycle_9,Передан_на_погрузку,Москва,Санкт-Петербург,40,0,31
2007-03-19,KNYU1033833,KNYU1033833_cycle_7,Прибыл_груженый,Санкт-Петербург,Москва,40,9,9
2007-03-19,KNYU1773354,KNYU1773354_cycle_7,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,20,3,34
2007-03-19,KNYU8173059,KNYU8173059_cycle_9,Прибыл_по_ЖД,Москва,Москва,20,2,34
2007-03-19,STNU9767317,STNU9767317_cycle_7,Прибыл_свободным,Москва,Москва,20,8,0
2007-03-19,TIMU3137493,TIMU3137493_cycle_7,Отправлен_грузополучателю,Москва,Москва,40,2,13
2007-03-19,TOWU5842316,TOWU5842316_cycle_9,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,40,2,10
2007-03-19,TOWU8351331,TOWU8351331_cycle_6,Прибыл_груженый,Владивосток,Москва,20,3,42
2007-03-19,WEDU6874585,WEDU6874585_cycle_7,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,5,0
2007-03-20,BUTU4321000,BUTU4321000_cycle_9,Отправлен_грузополучателю,Москва,Москва,40,2,7
2007-03-20,CRTU1937935,CRTU1937935_cycle_6,Прибыл_свободным,Владивосток,Владивосток,40,3,0
2007-03-20,KNYU1033833,KNYU1033833_cycle_7,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,1,8
2007-03-20,KNYU1033833,KNYU1033833_cycle_7,Прибыл_по_ЖД,Москва,Москва,40,0,8
2007-03-20,KNYU1824938,KNYU1824938_cycle_10,Прибыл_груженый,Москва,Санкт-Петербург,20,15,24
2007-03-20,KNYU8173059,KNYU8173059_cycle_9,Отправлен_грузополучателю,Москва,Москва,20,1,33
2007-03-20,STNU5088417,STNU5088417_cycle_7,Прибыл_груженый,Санкт-Петербург,Владивосток,40,12,20
2007-03-20,STNU5088417,STNU5088417_cycle_7,Отправлен_по_ЖД,Санкт-Петербург,Владивосток,40,0,20
2007-03-20,TIMU9543550,TIMU9543550_cycle_9,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,40,2,22
2007-03-20,TOWU7808384,TOWU7808384_cycle_6,Отправлен_грузополучателю,Москва,Москва,40,3,11
2007-03-20,TOWU8351331,TOWU8351331_cycle_6,Отправлен_по_ЖД,Владивосток,Москва,20,1,41
2007-03-20,WEDU9910122,WEDU9910122_cycle_8,Прибыл_груженый,Санкт-Петербург,Владивосток,40,7,25
2007-03-21,BUTU8729025,BUTU8729025_cycle_7,Прибыл_груженый,Санкт-Петербург,Москва,40,9,11
2007-03-21,ERKU5435191,ERKU5435191_cycle_7,Прибыл_груженый,Санкт-Петербург,Владивосток,20,18,52
2007-03-21,KNYU3537798,KNYU3537798_cycle_7,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,12,2
2007-03-21,TIMU8250428,TIMU8250428_cycle_8,Прибыл_груженый,Москва,Владивосток,20,9,10
2007-03-21,TIMU8250428,TIMU8250428_cycle_8,Отправлен_по_ЖД,Москва,Владивосток,20,0,10
2007-03-21,WEDU2249581,WEDU2249581_cycle_8,Передан_на_погрузку,Москва,Владивосток,20,0,23
2007-03-21,WEDU6102098,WEDU6102098_cycle_7,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,20,3,18
2007-03-22,KNYU1824938,KNYU1824938_cycle_10,Отправлен_по_ЖД,Москва,Санкт-Петербург,20,2,22
2007-03-22,TIMU6180706,TIMU6180706_cycle_8,Прибыл_груженый,Владивосток,Москва,40,14,14
2007-03-22,TOWU6899546,TOWU6899546_cycle_8,Прибыл_груженый,Санкт-Петербург,Москва,20,6,31
2007-03-22,TOWU7931879,TOWU7931879_cycle_7,Прибыл_груженый,Санкт-Петербург,Москва,40,20,15
2007-03-22,WEDU9910122,WEDU9910122_cycle_8,Отправлен_по_ЖД,Санкт-Петербург,Владивосток,40,2,23
2007-03-23,BUTU8729025,BUTU8729025_cycle_7,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,2,9
2007-03-23,BUTU8729025,BUTU8729025_cycle_7,Прибыл_по_ЖД,Москва,Москва,40,0,9
2007-03-23,CRTU8128829,CRTU8128829_cycle_10,Прибыл_по_ЖД,Владивосток,Владивосток,20,13,23
2007-03-23,KNYU1824938,KNYU1824938_cycle_10,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,20,1,21
2007-03-23,KNYU3537798,KNYU3537798_cycle_7,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,2,0
2007-03-23,KNYU3537798,KNYU3537798_cycle_7,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,0,0
2007-03-23,TIMU6180706,TIMU6180706_cycle_8,Отправлен_по_ЖД,Владивосток,Москва,40,1,13
2007-03-23,TOWU2835826,TOWU2835826_cycle_6,Передан_на_погрузку,Москва,Владивосток,40,0,44
2007-03-23,TOWU2940273,TOWU2940273_cycle_8,Прибыл_по_ЖД,Владивосток,Владивосток,40,16,18
2007-03-23,TOWU6899546,TOWU6899546_cycle_8,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,1,30
2007-03-23,TOWU6899546,TOWU6899546_cycle_8,Прибыл_по_ЖД,Москва,Москва,20,0,30
2007-03-23,TOWU7931879,TOWU7931879_cycle_7,Отправлен_по_ЖД,Санкт-Петербург,Москва,40,1,14
2007-03-23,WEDU7707795,WEDU7707795_cycle_8,Передан_на_погрузку,Владивосток,Санкт-Петербург,40,0,54
2007-03-24,BUTU7130462,BUTU7130462_cycle_7,Прибыл_по_ЖД,Владивосток,Владивосток,20,19,5
2007-03-24,BUTU8729025,BUTU8729025_cycle_7,Отправлен_грузополучателю,Москва,Москва,40,1,8
2007-03-24,CRTU3557936,CRTU3557936_cycle_8,Прибыл_груженый,Москва,Владивосток,20,11,40
2007-03-24,CRTU8128829,CRTU8128829_cycle_10,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,22
2007-03-24,ERKU5435191,ERKU5435191_cycle_7,Отправлен_по_ЖД,Санкт-Петербург,Владивосток,20,3,49
2007-03-24,KNYU1033833,KNYU1033833_cycle_7,Отправлен_грузополучателю,Москва,Москва,40,4,4
2007-03-24,KNYU3021654,KNYU3021654_cycle_10,Передан_на_погрузку,Санкт-Петербург,Москва,40,0,47
2007-03-24,KNYU8798891,KNYU8798891_cycle_7,Передан_на_погрузку,Санкт-Петербург,Москва,20,0,33
2007-03-24,TOWU2940273,TOWU2940273_cycle_8,Отправлен_грузополучателю,Владивосток,Владивосток,40,1,17
2007-03-25,BUTU7130462,BUTU7130462_cycle_7,Отправлен_грузополучателю,Владивосток,Владивосток,20,1,4
2007-03-25,BUTU8954572,BUTU8954572_cycle_7,Прибыл_по_ЖД,Санкт-Петербург,Санкт-Петербург,40,12,12
2007-03-25,CRTU1715325,CRTU1715325_cycle_8,Прибыл_по_ЖД,Владивосток,Владивосток,40,23,21
2007-03-25,CRTU3557936,CRTU3557936_cycle_8,Отправлен_по_ЖД,Москва,Владивосток,20,1,39
2007-03-25,KNYU1824938,KNYU1824938_cycle_10,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,20,2,19
2007-03-25,TOWU6899546,TOWU6899546_cycle_8,Отправлен_грузополучателю,Москва,Москва,20,2,28
2007-03-25,WEDU8568487,WEDU8568487_cycle_11,Прибыл_по_ЖД,Владивосток,Владивосток,40,12,32
2007-03-26,CRTU1715325,CRTU1715325_cycle_8,Отправлен_грузополучателю,Владивосток,Владивосток,40,1,20
2007-03-26,ERKU4123975,ERKU4123975_cycle_9,Передан_на_погрузку,Москва,Владивосток,40,0,50
2007-03-26,KNYU4619290,KNYU4619290_cycle_9,Прибыл_по_ЖД,Владивосток,Владивосток,40,10,13
2007-03-26,STNU6396019,STNU6396019_cycle_8,Передан_на_погрузку,Владивосток,Москва,40,0,40
2007-03-26,STNU9767317,STNU9767317_cycle_8,Передан_на_погрузку,Москва,Владивосток,20,0,36
2007-03-26,TIMU5165088,TIMU5165088_cycle_8,Передан_на_погрузку,Санкт-Петербург,Москва,40,0,11
2007-03-26,TIMU5293271,TIMU5293271_cycle_9,Передан_на_погрузку,Санкт-Петербург,Владивосток,20,0,40
2007-03-26,TIMU8061928,TIMU8061928_cycle_7,Передан_на_погрузку,Санкт-Петербург,Владивосток,20,0,30
2007-03-26,WEDU2249581,WEDU2249581_cycle_8,Прибыл_груженый,Москва,Владивосток,20,5,18
2007-03-26,WEDU2249581,WEDU2249581_cycle_8,Отправлен_по_ЖД,Москва,Владивосток,20,0,18
2007-03-26,WEDU5817433,WEDU5817433_cycle_8,Прибыл_груженый,Владивосток,Санкт-Петербург,20,8,19
2007-03-26,WEDU7000544,WEDU7000544_cycle_7,Передан_на_погрузку,Владивосток,Санкт-Петербург,20,0,41
2007-03-26,WEDU8568487,WEDU8568487_cycle_11,Отправлен_грузополучателю,Владивосток,Владивосток,40,1,31
2007-03-27,BUTU4321000,BUTU4321000_cycle_9,Прибыл_свободным,Москва,Москва,40,7,0
2007-03-27,BUTU9513169,BUTU9513169_cycle_9,Передан_на_погрузку,Владивосток,Москва,40,0,34
2007-03-27,CRTU5834937,CRTU5834937_cycle_6,Прибыл_по_ЖД,Москва,Москва,20,11,13
2007-03-27,ERKU3112209,ERKU3112209_cycle_6,Прибыл_по_ЖД,Владивосток,Владивосток,20,16,12
2007-03-27,KNYU9683883,KNYU9683883_cycle_10,Передан_на_погрузку,Москва,Владивосток,20,0,35
2007-03-27,TOWU3611630,TOWU3611630_cycle_8,Прибыл_свободным,Владивосток,Владивосток,40,32,0
2007-03-27,TOWU7931879,TOWU7931879_cycle_7,Прибыл_по_ЖД,Москва,Москва,40,4,10
2007-03-28,BUTU8954572,BUTU8954572_cycle_7,Отправлен_грузополучателю,Санкт-Петербург,Санкт-Петербург,40,3,9
2007-03-28,CRTU1521773,CRTU1521773_cycle_6,Прибыл_свободным,Владивосток,Владивосток,20,14,0
2007-03-28,CRTU2183954,CRTU2183954_cycle_8,Прибыл_по_ЖД,Владивосток,Владивосток,40,11,23
2007-03-28,CRTU3557001,CRTU3557001_cycle_7,Прибыл_по_ЖД,Москва,Москва,20,16,17
2007-03-28,CRTU3557001,CRTU3557001_cycle_7,Отправлен_грузополучателю,Москва,Москва,20,0,17
2007-03-28,CRTU5834937,CRTU5834937_cycle_6,Отправлен_грузополучателю,Москва,Москва,20,1,12
2007-03-28,ERKU5797068,ERKU5797068_cycle_8,Прибыл_груженый,Москва,Санкт-Петербург,40,15,35
2007-03-28,KNYU1033833,KNYU1033833_cycle_7,Прибыл_свободным,Москва,Москва,40,4,0
2007-03-28,KNYU4619290,KNYU4619290_cycle_9,Отправлен_грузополучателю,Владивосток,Владивосток,40,2,11
2007-03-28,KNYU8798891,KNYU8798891_cycle_7,Прибыл_груженый,Санкт-Петербург,Москва,20,4,29
2007-03-28,KNYU9630138,KNYU9630138_cycle_7,Прибыл_свободным,Москва,Москва,20,24,0
2007-03-28,STNU3092282,STNU3092282_cycle_9,Прибыл_груженый,Владивосток,Санкт-Петербург,40,15,38
2007-03-28,TOWU2984334,TOWU2984334_cycle_10,Передан_на_погрузку,Санкт-Петербург,Москва,40,0,51
2007-03-28,TOWU7931879,TOWU7931879_cycle_7,Отправлен_грузополучателю,Москва,Москва,40,1,9
2007-03-28,WEDU5817433,WEDU5817433_cycle_8,Отправлен_по_ЖД,Владивосток,Санкт-Петербург,20,2,17
2007-03-28,WEDU6654977,WEDU6654977_cycle_7,Прибыл_груженый,Москва,Владивосток,20,13,29
2007-03-29,BUTU7130462,BUTU7130462_cycle_7,Прибыл_свободным,Владивосток,Владивосток,20,4,0
2007-03-29,BUTU9513169,BUTU9513169_cycle_9,Прибыл_груженый,Владивосток,Москва,40,2,32
2007-03-29,CRTU2093770,CRTU2093770_cycle_8,Передан_на_погрузку,Владивосток,Санкт-Петербург,40,0,23
2007-03-29,ERKU3112209,ERKU3112209_cycle_6,Отправлен_грузополучателю,Владивосток,Владивосток,20,2,10
2007-03-29,KNYU3537798,KNYU3537798_cycle_8,Передан_на_погрузку,Санкт-Петербург,Москва,20,0,3
2007-03-29,KNYU3537798,KNYU3537798_cycle_8,Прибыл_груженый,Санкт-Петербург,Москва,20,0,3
2007-03-29,KNYU8798891,KNYU8798891_cycle_7,Отправлен_по_ЖД,Санкт-Петербург,Москва,20,1,28
2007-03-29,STNU1402586,STNU1402586_cycle_8,Прибыл_по_ЖД,Владивосток,Владивосток,20,12,17
2007-03-29,STNU2794431,STNU2794431_cycle_7,Прибыл_свободным,Санкт-Петербург,Санкт-Петербург,20,15,0
2007-03-29,STNU9767317,STNU9767317_cycle_8,Прибыл_груженый,Москва,Владивосток,20,3,33
2007-03-29,STNU9767317,STNU9767317_cycle_8,Отправлен_по_ЖД,Москва,Владивосток,20,0,33
