Дата_заявки,Планируемая_дата_отправления,Количество_контейнеров,Тип_контейнера,Локация_отправления,Локация_назначения
2006-11-27,2006-12-02,3,20,Владивосток,Санкт-Петербург
2006-11-27,2006-11-29,2,40,Владивосток,Москва
2006-11-27,2006-12-04,3,40,Москва,Владивосток
2006-11-27,2006-11-29,4,20,Санкт-Петербург,Москва
2006-11-29,2006-12-02,2,40,Санкт-Петербург,Владивосток
2006-11-29,2006-12-04,4,20,Владивосток,Москва
2006-11-29,2006-12-06,5,20,Санкт-Петербург,Москва
2006-11-29,2006-12-06,3,40,Санкт-Петербург,Владивосток
2006-11-30,2006-12-05,3,20,Москва,Санкт-Петербург
2006-12-01,2006-12-08,3,20,Санкт-Петербург,Москва
2006-12-01,2006-12-05,1,40,Санкт-Петербург,Владивосток
2006-12-01,2006-12-07,2,40,Москва,Санкт-Петербург
2006-12-02,2006-12-04,2,20,Москва,Владивосток
2006-12-02,2006-12-09,4,20,Владивосток,Москва
2006-12-04,2006-12-06,5,20,Москва,Владивосток
2006-12-04,2006-12-06,2,40,Москва,Санкт-Петербург
2006-12-04,2006-12-05,5,20,Санкт-Петербург,Москва
2006-12-05,2006-12-08,3,20,Санкт-Петербург,Владивосток
2006-12-05,2006-12-07,5,20,Владивосток,Москва
2006-12-05,2006-12-09,2,20,Москва,Владивосток
2006-12-05,2006-12-08,2,20,Санкт-Петербург,Москва
2006-12-05,2006-12-10,1,20,Санкт-Петербург,Владивосток
2006-12-06,2006-12-10,1,20,Владивосток,Москва
2006-12-06,2006-12-13,3,40,Санкт-Петербург,Москва
2006-12-06,2006-12-10,1,20,Владивосток,Москва
2006-12-06,2006-12-08,1,40,Санкт-Петербург,Москва
2006-12-06,2006-12-08,1,20,Москва,Владивосток
2006-12-07,2006-12-13,1,40,Владивосток,Санкт-Петербург
2006-12-07,2006-12-10,2,20,Москва,Санкт-Петербург
2006-12-07,2006-12-09,1,20,Санкт-Петербург,Владивосток
2006-12-07,2006-12-09,1,40,Владивосток,Москва
2006-12-08,2006-12-14,2,40,Владивосток,Москва
2006-12-09,2006-12-11,4,20,Москва,Санкт-Петербург
2006-12-10,2006-12-15,1,20,Санкт-Петербург,Москва
2006-12-10,2006-12-12,1,20,Владивосток,Санкт-Петербург
2006-12-10,2006-12-11,3,40,Москва,Санкт-Петербург
2006-12-11,2006-12-13,1,40,Владивосток,Москва
2006-12-11,2006-12-16,5,20,Санкт-Петербург,Москва
2006-12-11,2006-12-12,3,40,Владивосток,Санкт-Петербург
2006-12-11,2006-12-15,1,40,Москва,Санкт-Петербург
2006-12-12,2006-12-15,1,40,Владивосток,Москва
2006-12-12,2006-12-19,4,40,Санкт-Петербург,Москва
2006-12-13,2006-12-20,1,20,Москва,Владивосток
2006-12-13,2006-12-16,2,40,Владивосток,Москва
2006-12-13,2006-12-20,3,40,Москва,Владивосток
2006-12-13,2006-12-17,4,40,Москва,Санкт-Петербург
2006-12-13,2006-12-20,1,40,Санкт-Петербург,Владивосток
2006-12-13,2006-12-19,2,40,Санкт-Петербург,Владивосток
2006-12-14,2006-12-20,5,40,Владивосток,Санкт-Петербург
2006-12-14,2006-12-15,5,20,Санкт-Петербург,Владивосток
2006-12-14,2006-12-20,4,40,Санкт-Петербург,Москва
2006-12-14,2006-12-20,3,20,Владивосток,Санкт-Петербург
2006-12-15,2006-12-16,5,20,Москва,Владивосток
2006-12-15,2006-12-16,5,40,Москва,Санкт-Петербург
2006-12-15,2006-12-18,1,40,Владивосток,Санкт-Петербург
2006-12-16,2006-12-18,5,20,Владивосток,Москва
2006-12-16,2006-12-20,1,40,Владивосток,Санкт-Петербург
2006-12-16,2006-12-20,4,40,Санкт-Петербург,Владивосток
2006-12-18,2006-12-23,2,40,Владивосток,Санкт-Петербург
2006-12-18,2006-12-21,2,20,Владивосток,Санкт-Петербург
2006-12-19,2006-12-26,3,40,Москва,Владивосток
2006-12-19,2006-12-22,3,20,Москва,Владивосток
2006-12-19,2006-12-26,4,40,Москва,Санкт-Петербург
2006-12-19,2006-12-24,2,20,Санкт-Петербург,Владивосток
2006-12-20,2006-12-25,3,40,Москва,Владивосток
2006-12-20,2006-12-22,2,20,Владивосток,Москва
2006-12-20,2006-12-21,4,40,Владивосток,Москва
2006-12-20,2006-12-23,3,20,Москва,Санкт-Петербург
2006-12-20,2006-12-21,3,40,Санкт-Петербург,Владивосток
2006-12-21,2006-12-28,5,40,Санкт-Петербург,Владивосток
2006-12-21,2006-12-23,3,20,Владивосток,Москва
2006-12-21,2006-12-28,4,20,Владивосток,Москва
2006-12-21,2006-12-23,2,40,Санкт-Петербург,Москва
2006-12-21,2006-12-23,2,20,Владивосток,Москва
2006-12-22,2006-12-28,2,20,Санкт-Петербург,Владивосток
2006-12-22,2006-12-29,5,20,Санкт-Петербург,Москва
2006-12-22,2006-12-27,3,40,Санкт-Петербург,Владивосток
2006-12-23,2006-12-30,4,40,Санкт-Петербург,Владивосток
2006-12-23,2006-12-29,1,20,Москва,Владивосток
2006-12-23,2006-12-29,3,40,Владивосток,Санкт-Петербург
2006-12-23,2006-12-30,4,20,Москва,Санкт-Петербург
2006-12-23,2006-12-28,4,40,Москва,Владивосток
2006-12-24,2006-12-25,4,40,Москва,Владивосток
2006-12-24,2006-12-30,3,40,Санкт-Петербург,Москва
2006-12-24,2006-12-29,3,40,Москва,Владивосток
2006-12-25,2006-12-29,2,20,Владивосток,Москва
2006-12-25,2006-12-29,5,20,Москва,Санкт-Петербург
2006-12-25,2006-12-30,4,40,Владивосток,Москва
2006-12-26,2006-12-31,1,20,Санкт-Петербург,Владивосток
2006-12-27,2006-12-30,5,20,Владивосток,Москва
2006-12-27,2006-12-29,5,40,Москва,Владивосток
2006-12-27,2006-12-31,5,40,Владивосток,Москва
2006-12-27,2007-01-03,4,40,Москва,Санкт-Петербург
2006-12-28,2006-12-31,5,20,Москва,Санкт-Петербург
2006-12-28,2007-01-04,5,40,Владивосток,Санкт-Петербург
2006-12-29,2007-01-03,5,20,Владивосток,Санкт-Петербург
2006-12-29,2007-01-03,4,40,Москва,Санкт-Петербург
2006-12-30,2007-01-06,2,40,Москва,Санкт-Петербург
2006-12-30,2007-01-01,2,20,Москва,Санкт-Петербург
2006-12-30,2006-12-31,3,20,Москва,Санкт-Петербург
2006-12-31,2007-01-07,4,20,Владивосток,Москва
2007-01-01,2007-01-02,3,20,Владивосток,Санкт-Петербург
2007-01-01,2007-01-05,2,20,Владивосток,Москва
2007-01-01,2007-01-06,3,40,Владивосток,Москва
2007-01-01,2007-01-04,3,40,Москва,Владивосток
2007-01-02,2007-01-06,2,40,Владивосток,Санкт-Петербург
2007-01-02,2007-01-09,4,20,Владивосток,Санкт-Петербург
2007-01-03,2007-01-09,1,40,Санкт-Петербург,Владивосток
2007-01-04,2007-01-10,1,20,Москва,Владивосток
2007-01-04,2007-01-10,3,40,Санкт-Петербург,Владивосток
2007-01-04,2007-01-05,4,40,Москва,Санкт-Петербург
2007-01-04,2007-01-05,4,20,Владивосток,Санкт-Петербург
2007-01-04,2007-01-07,2,20,Владивосток,Санкт-Петербург
2007-01-05,2007-01-12,4,40,Владивосток,Москва
2007-01-05,2007-01-12,1,20,Санкт-Петербург,Москва
2007-01-06,2007-01-07,3,20,Москва,Санкт-Петербург
2007-01-07,2007-01-09,4,20,Владивосток,Москва
2007-01-07,2007-01-11,4,20,Москва,Санкт-Петербург
2007-01-07,2007-01-11,2,20,Владивосток,Санкт-Петербург
2007-01-07,2007-01-12,3,20,Москва,Санкт-Петербург
2007-01-07,2007-01-12,1,40,Санкт-Петербург,Москва
2007-01-08,2007-01-13,4,40,Владивосток,Санкт-Петербург
2007-01-08,2007-01-14,1,40,Владивосток,Москва
2007-01-09,2007-01-11,2,20,Москва,Владивосток
2007-01-09,2007-01-11,2,40,Санкт-Петербург,Москва
2007-01-10,2007-01-11,4,40,Москва,Санкт-Петербург
2007-01-10,2007-01-12,2,20,Владивосток,Москва
2007-01-10,2007-01-11,4,20,Москва,Владивосток
2007-01-10,2007-01-12,4,20,Москва,Владивосток
2007-01-11,2007-01-16,2,40,Москва,Владивосток
2007-01-12,2007-01-16,3,40,Владивосток,Москва
2007-01-12,2007-01-14,2,20,Санкт-Петербург,Москва
2007-01-12,2007-01-17,1,20,Санкт-Петербург,Москва
2007-01-13,2007-01-18,1,20,Владивосток,Москва
2007-01-13,2007-01-19,4,20,Владивосток,Москва
2007-01-13,2007-01-15,1,20,Москва,Владивосток
2007-01-13,2007-01-19,4,20,Москва,Санкт-Петербург
2007-01-14,2007-01-15,4,20,Москва,Владивосток
2007-01-14,2007-01-19,4,20,Владивосток,Москва
2007-01-15,2007-01-21,2,40,Санкт-Петербург,Владивосток
2007-01-15,2007-01-20,3,40,Владивосток,Москва
2007-01-15,2007-01-16,1,20,Москва,Санкт-Петербург
2007-01-16,2007-01-17,2,20,Москва,Владивосток
2007-01-16,2007-01-18,4,40,Владивосток,Москва
2007-01-16,2007-01-19,4,40,Владивосток,Москва
2007-01-16,2007-01-22,3,40,Москва,Владивосток
2007-01-17,2007-01-23,2,40,Владивосток,Москва
2007-01-19,2007-01-22,4,40,Санкт-Петербург,Владивосток
2007-01-19,2007-01-23,4,20,Санкт-Петербург,Владивосток
2007-01-22,2007-01-28,4,20,Москва,Владивосток
2007-01-23,2007-01-30,3,20,Владивосток,Санкт-Петербург
2007-01-23,2007-01-30,2,40,Москва,Владивосток
2007-01-24,2007-01-31,4,40,Москва,Санкт-Петербург
2007-01-25,2007-01-31,4,40,Москва,Владивосток
2007-01-27,2007-01-29,1,40,Санкт-Петербург,Москва
2007-01-27,2007-01-28,3,40,Владивосток,Москва
2007-01-27,2007-01-29,2,20,Москва,Владивосток
2007-01-28,2007-02-01,4,20,Владивосток,Москва
2007-01-28,2007-01-30,3,40,Москва,Санкт-Петербург
2007-01-28,2007-01-30,1,20,Владивосток,Санкт-Петербург
2007-01-28,2007-01-29,4,20,Владивосток,Санкт-Петербург
2007-01-28,2007-02-04,4,40,Москва,Санкт-Петербург
2007-01-29,2007-02-03,2,40,Владивосток,Санкт-Петербург
2007-01-29,2007-02-02,1,40,Владивосток,Москва
2007-01-29,2007-02-05,4,20,Владивосток,Санкт-Петербург
2007-01-29,2007-01-31,3,20,Владивосток,Санкт-Петербург
2007-01-30,2007-02-04,4,20,Санкт-Петербург,Владивосток
2007-01-30,2007-02-02,4,40,Москва,Владивосток
2007-01-31,2007-02-01,1,20,Санкт-Петербург,Москва
2007-02-01,2007-02-06,4,20,Санкт-Петербург,Москва
2007-02-01,2007-02-03,1,20,Москва,Владивосток
2007-02-01,2007-02-02,4,40,Владивосток,Санкт-Петербург
2007-02-01,2007-02-06,3,20,Владивосток,Санкт-Петербург
2007-02-01,2007-02-03,1,20,Владивосток,Москва
2007-02-02,2007-02-03,3,40,Москва,Владивосток
2007-02-02,2007-02-03,2,40,Санкт-Петербург,Москва
2007-02-02,2007-02-06,3,20,Санкт-Петербург,Москва
2007-02-03,2007-02-07,3,20,Москва,Санкт-Петербург
2007-02-03,2007-02-04,1,40,Владивосток,Москва
2007-02-03,2007-02-09,3,40,Владивосток,Москва
2007-02-04,2007-02-06,2,20,Владивосток,Санкт-Петербург
2007-02-04,2007-02-06,3,20,Москва,Владивосток
2007-02-04,2007-02-09,1,20,Владивосток,Москва
2007-02-04,2007-02-06,2,40,Владивосток,Москва
2007-02-04,2007-02-05,3,40,Владивосток,Санкт-Петербург
2007-02-04,2007-02-07,1,40,Владивосток,Санкт-Петербург
2007-02-05,2007-02-11,2,40,Владивосток,Санкт-Петербург
2007-02-06,2007-02-11,2,20,Владивосток,Москва
2007-02-06,2007-02-12,1,40,Владивосток,Москва
2007-02-06,2007-02-11,3,40,Владивосток,Санкт-Петербург
2007-02-06,2007-02-10,1,40,Владивосток,Москва
2007-02-06,2007-02-10,2,40,Санкт-Петербург,Владивосток
2007-02-06,2007-02-13,3,40,Санкт-Петербург,Москва
2007-02-07,2007-02-12,4,40,Владивосток,Санкт-Петербург
2007-02-08,2007-02-12,3,20,Владивосток,Санкт-Петербург
2007-02-08,2007-02-11,1,20,Санкт-Петербург,Москва
2007-02-08,2007-02-11,3,40,Владивосток,Санкт-Петербург
2007-02-08,2007-02-11,2,40,Владивосток,Санкт-Петербург
2007-02-09,2007-02-10,4,20,Владивосток,Санкт-Петербург
2007-02-09,2007-02-12,1,20,Москва,Санкт-Петербург
2007-02-10,2007-02-14,4,20,Москва,Владивосток
2007-02-11,2007-02-16,1,40,Владивосток,Санкт-Петербург
2007-02-11,2007-02-17,4,40,Владивосток,Москва
2007-02-11,2007-02-14,1,40,Санкт-Петербург,Владивосток
2007-02-11,2007-02-13,3,20,Санкт-Петербург,Москва
2007-02-12,2007-02-18,3,20,Москва,Санкт-Петербург
2007-02-12,2007-02-16,4,20,Санкт-Петербург,Москва
2007-02-12,2007-02-13,3,20,Владивосток,Москва
2007-02-12,2007-02-19,3,20,Владивосток,Москва
2007-02-13,2007-02-19,2,40,Владивосток,Москва
2007-02-13,2007-02-14,3,20,Москва,Владивосток
2007-02-13,2007-02-19,3,20,Москва,Санкт-Петербург
2007-02-13,2007-02-17,3,20,Владивосток,Санкт-Петербург
2007-02-14,2007-02-21,1,40,Санкт-Петербург,Москва
2007-02-14,2007-02-20,4,20,Владивосток,Санкт-Петербург
2007-02-14,2007-02-20,1,20,Владивосток,Санкт-Петербург
2007-02-14,2007-02-15,3,40,Москва,Санкт-Петербург
2007-02-16,2007-02-22,3,40,Владивосток,Санкт-Петербург
2007-02-16,2007-02-22,3,40,Москва,Санкт-Петербург
2007-02-17,2007-02-20,2,40,Владивосток,Санкт-Петербург
2007-02-17,2007-02-22,1,20,Санкт-Петербург,Москва
2007-02-17,2007-02-22,3,20,Москва,Санкт-Петербург
2007-02-17,2007-02-23,4,40,Москва,Санкт-Петербург
2007-02-17,2007-02-21,3,20,Владивосток,Санкт-Петербург
2007-02-17,2007-02-24,2,40,Владивосток,Москва
2007-02-17,2007-02-18,3,40,Москва,Владивосток
2007-02-17,2007-02-19,2,20,Владивосток,Санкт-Петербург
2007-02-17,2007-02-18,3,20,Владивосток,Москва
2007-02-18,2007-02-21,3,40,Санкт-Петербург,Москва
2007-02-19,2007-02-25,1,20,Владивосток,Санкт-Петербург
2007-02-19,2007-02-23,4,20,Владивосток,Санкт-Петербург
2007-02-19,2007-02-26,4,40,Владивосток,Москва
2007-02-20,2007-02-21,3,20,Владивосток,Санкт-Петербург
2007-02-20,2007-02-27,2,20,Москва,Санкт-Петербург
2007-02-20,2007-02-25,3,20,Санкт-Петербург,Владивосток
2007-02-21,2007-02-26,2,20,Москва,Санкт-Петербург
2007-02-21,2007-02-27,2,20,Владивосток,Санкт-Петербург
2007-02-21,2007-02-26,4,40,Санкт-Петербург,Владивосток
2007-02-22,2007-03-01,3,40,Москва,Владивосток
2007-02-23,2007-03-01,2,40,Владивосток,Санкт-Петербург
2007-02-23,2007-02-25,3,20,Москва,Санкт-Петербург
2007-02-23,2007-02-26,2,40,Москва,Владивосток
2007-02-23,2007-02-24,2,40,Санкт-Петербург,Москва
2007-02-24,2007-02-28,4,20,Владивосток,Санкт-Петербург
2007-02-24,2007-02-26,2,40,Владивосток,Москва
2007-02-24,2007-02-27,3,40,Санкт-Петербург,Владивосток
2007-02-24,2007-02-28,3,40,Санкт-Петербург,Владивосток
2007-02-25,2007-02-28,1,40,Владивосток,Москва
2007-02-25,2007-03-01,1,20,Санкт-Петербург,Владивосток
2007-02-26,2007-02-28,2,20,Москва,Владивосток
2007-02-26,2007-02-27,4,40,Санкт-Петербург,Москва
2007-02-26,2007-02-28,4,20,Санкт-Петербург,Владивосток
2007-02-26,2007-03-05,2,20,Санкт-Петербург,Москва
2007-02-26,2007-03-04,2,40,Владивосток,Москва
2007-02-27,2007-02-28,1,40,Москва,Санкт-Петербург
2007-02-28,2007-03-06,3,20,Владивосток,Москва
2007-02-28,2007-03-06,3,40,Владивосток,Санкт-Петербург
2007-02-28,2007-03-06,3,20,Санкт-Петербург,Москва
2007-02-28,2007-03-04,2,20,Москва,Владивосток
2007-02-28,2007-03-02,3,20,Санкт-Петербург,Москва
2007-03-01,2007-03-03,4,20,Владивосток,Москва
2007-03-01,2007-03-06,6,40,Санкт-Петербург,Москва
2007-03-01,2007-03-02,5,20,Владивосток,Москва
2007-03-01,2007-03-05,2,20,Москва,Санкт-Петербург
2007-03-01,2007-03-08,4,40,Москва,Санкт-Петербург
2007-03-02,2007-03-09,6,40,Санкт-Петербург,Владивосток
2007-03-02,2007-03-08,3,40,Владивосток,Санкт-Петербург
2007-03-02,2007-03-06,4,20,Москва,Санкт-Петербург
2007-03-02,2007-03-08,3,40,Москва,Владивосток
2007-03-02,2007-03-05,4,20,Владивосток,Москва
2007-03-03,2007-03-06,6,20,Владивосток,Москва
2007-03-04,2007-03-10,6,20,Владивосток,Москва
2007-03-04,2007-03-08,6,40,Москва,Владивосток
2007-03-04,2007-03-09,6,40,Москва,Владивосток
2007-03-04,2007-03-06,2,40,Санкт-Петербург,Москва
2007-03-04,2007-03-10,5,20,Санкт-Петербург,Москва
2007-03-04,2007-03-06,2,20,Москва,Санкт-Петербург
2007-03-04,2007-03-06,5,20,Санкт-Петербург,Владивосток
2007-03-05,2007-03-08,5,20,Владивосток,Санкт-Петербург
2007-03-05,2007-03-07,4,40,Москва,Санкт-Петербург
2007-03-05,2007-03-11,5,20,Москва,Владивосток
2007-03-05,2007-03-08,3,40,Москва,Владивосток
2007-03-05,2007-03-06,4,20,Владивосток,Москва
2007-03-05,2007-03-08,4,20,Москва,Санкт-Петербург
2007-03-06,2007-03-10,3,20,Владивосток,Москва
2007-03-07,2007-03-08,3,20,Санкт-Петербург,Москва
2007-03-08,2007-03-14,3,40,Санкт-Петербург,Владивосток
2007-03-08,2007-03-13,2,20,Москва,Санкт-Петербург
2007-03-08,2007-03-15,2,40,Владивосток,Санкт-Петербург
2007-03-09,2007-03-12,5,20,Санкт-Петербург,Владивосток
2007-03-10,2007-03-17,6,20,Владивосток,Москва
2007-03-10,2007-03-12,4,20,Владивосток,Москва
2007-03-10,2007-03-17,5,20,Санкт-Петербург,Москва
2007-03-10,2007-03-12,3,40,Санкт-Петербург,Москва
2007-03-10,2007-03-16,2,40,Москва,Санкт-Петербург
2007-03-10,2007-03-17,6,20,Владивосток,Санкт-Петербург
2007-03-11,2007-03-15,5,40,Санкт-Петербург,Владивосток
2007-03-11,2007-03-14,5,40,Санкт-Петербург,Владивосток
2007-03-11,2007-03-15,3,40,Москва,Владивосток
2007-03-11,2007-03-12,6,40,Владивосток,Москва
2007-03-11,2007-03-12,6,20,Москва,Санкт-Петербург
2007-03-11,2007-03-14,4,20,Санкт-Петербург,Москва
2007-03-11,2007-03-16,3,20,Владивосток,Санкт-Петербург
2007-03-12,2007-03-13,6,20,Санкт-Петербург,Москва
2007-03-13,2007-03-19,3,20,Санкт-Петербург,Владивосток
2007-03-14,2007-03-19,4,40,Москва,Владивосток
2007-03-14,2007-03-20,5,20,Москва,Владивосток
2007-03-15,2007-03-22,4,20,Владивосток,Санкт-Петербург
2007-03-15,2007-03-20,5,20,Москва,Санкт-Петербург
2007-03-16,2007-03-21,2,20,Санкт-Петербург,Владивосток
2007-03-16,2007-03-23,4,20,Москва,Владивосток
2007-03-16,2007-03-22,6,20,Санкт-Петербург,Москва
2007-03-17,2007-03-23,2,40,Москва,Владивосток
2007-03-17,2007-03-21,5,20,Владивосток,Санкт-Петербург
2007-03-17,2007-03-19,3,20,Владивосток,Москва
2007-03-18,2007-03-25,3,20,Владивосток,Санкт-Петербург
2007-03-18,2007-03-24,5,40,Санкт-Петербург,Москва
2007-03-18,2007-03-25,4,40,Владивосток,Москва
2007-03-18,2007-03-25,3,20,Владивосток,Москва
2007-03-19,2007-03-23,3,20,Москва,Владивосток
2007-03-19,2007-03-23,4,20,Санкт-Петербург,Москва
2007-03-19,2007-03-26,4,20,Владивосток,Москва
2007-03-20,2007-03-25,5,20,Санкт-Петербург,Москва
2007-03-20,2007-03-25,2,20,Санкт-Петербург,Москва
2007-03-20,2007-03-24,4,40,Санкт-Петербург,Москва
2007-03-21,2007-03-24,3,40,Владивосток,Санкт-Петербург
2007-03-22,2007-03-27,2,40,Санкт-Петербург,Москва
2007-03-22,2007-03-27,6,20,Москва,Владивосток
2007-03-23,2007-03-24,6,40,Санкт-Петербург,Москва
2007-03-23,2007-03-24,5,20,Санкт-Петербург,Владивосток
2007-03-23,2007-03-28,2,40,Санкт-Петербург,Владивосток
2007-03-23,2007-03-27,4,40,Москва,Санкт-Петербург
2007-03-23,2007-03-25,2,40,Владивосток,Санкт-Петербург
2007-03-23,2007-03-29,4,40,Москва,Владивосток
2007-03-24,2007-03-30,6,20,Санкт-Петербург,Владивосток
2007-03-25,2007-03-28,6,20,Москва,Санкт-Петербург
2007-03-25,2007-03-30,6,40,Владивосток,Москва
2007-03-25,2007-03-26,4,20,Владивосток,Санкт-Петербург
2007-03-26,2007-03-30,2,40,Москва,Санкт-Петербург
2007-03-26,2007-03-31,2,40,Санкт-Петербург,Владивосток
2007-03-26,2007-03-31,6,40,Москва,Владивосток
2007-03-26,2007-03-29,2,20,Москва,Санкт-Петербург
2007-03-26,2007-03-27,3,20,Владивосток,Санкт-Петербург
2007-03-27,2007-03-28,2,20,Санкт-Петербург,Владивосток
2007-03-28,2007-03-29,5,20,Москва,Владивосток
2007-03-28,2007-04-03,5,20,Санкт-Петербург,Москва
2007-03-28,2007-03-30,4,20,Владивосток,Санкт-Петербург
2007-03-29,2007-04-05,6,40,Владивосток,Москва
2007-03-29,2007-03-30,6,40,Москва,Санкт-Петербург
2007-03-30,2007-04-03,2,20,Санкт-Петербург,Владивосток
2007-03-30,2007-04-06,2,40,Владивосток,Москва
2007-03-30,2007-04-05,6,40,Москва,Владивосток
2007-03-30,2007-03-31,6,40,Владивосток,Москва
2007-03-31,2007-04-05,5,20,Владивосток,Москва
2007-03-31,2007-04-07,5,20,Москва,Санкт-Петербург
2007-03-31,2007-04-02,3,40,Москва,Владивосток
2007-03-31,2007-04-06,3,20,Москва,Санкт-Петербург
2007-03-31,2007-04-01,4,40,Владивосток,Санкт-Петербург
2007-03-31,2007-04-03,4,20,Санкт-Петербург,Москва
2007-03-31,2007-04-07,5,20,Москва,Санкт-Петербург
2007-04-02,2007-04-07,4,40,Москва,Владивосток
2007-04-02,2007-04-05,3,40,Санкт-Петербург,Москва
2007-04-02,2007-04-07,6,20,Санкт-Петербург,Москва
2007-04-03,2007-04-10,2,40,Санкт-Петербург,Владивосток
2007-04-03,2007-04-08,2,40,Владивосток,Санкт-Петербург
2007-04-03,2007-04-08,5,40,Санкт-Петербург,Владивосток
2007-04-03,2007-04-10,5,20,Санкт-Петербург,Владивосток
2007-04-05,2007-04-09,5,20,Владивосток,Москва
2007-04-05,2007-04-06,4,40,Москва,Владивосток
2007-04-05,2007-04-08,2,40,Владивосток,Москва
2007-04-06,2007-04-07,2,20,Владивосток,Санкт-Петербург
2007-04-06,2007-04-07,4,20,Владивосток,Санкт-Петербург
2007-04-06,2007-04-10,5,40,Санкт-Петербург,Владивосток
2007-04-07,2007-04-12,5,40,Владивосток,Москва
2007-04-07,2007-04-11,3,40,Москва,Санкт-Петербург
2007-04-07,2007-04-10,2,20,Владивосток,Санкт-Петербург
2007-04-07,2007-04-09,2,20,Москва,Владивосток
2007-04-08,2007-04-13,6,40,Владивосток,Москва
2007-04-08,2007-04-10,6,40,Санкт-Петербург,Владивосток
2007-04-09,2007-04-14,2,20,Москва,Санкт-Петербург
2007-04-09,2007-04-12,2,20,Санкт-Петербург,Москва
2007-04-09,2007-04-14,4,20,Москва,Владивосток
2007-04-10,2007-04-14,6,20,Владивосток,Москва
2007-04-10,2007-04-13,2,20,Санкт-Петербург,Владивосток
2007-04-10,2007-04-14,3,40,Санкт-Петербург,Москва
2007-04-11,2007-04-12,4,40,Санкт-Петербург,Москва
2007-04-11,2007-04-12,4,20,Владивосток,Москва
2007-04-12,2007-04-16,2,40,Москва,Владивосток
2007-04-12,2007-04-18,5,20,Москва,Владивосток
2007-04-12,2007-04-15,3,40,Владивосток,Санкт-Петербург
2007-04-12,2007-04-17,2,20,Москва,Владивосток
2007-04-12,2007-04-13,2,40,Москва,Санкт-Петербург
2007-04-13,2007-04-15,3,20,Владивосток,Москва
2007-04-13,2007-04-19,6,20,Санкт-Петербург,Владивосток
2007-04-14,2007-04-19,2,20,Санкт-Петербург,Владивосток
2007-04-15,2007-04-19,6,20,Владивосток,Москва
2007-04-15,2007-04-20,4,20,Москва,Санкт-Петербург
2007-04-15,2007-04-22,2,40,Санкт-Петербург,Москва
2007-04-15,2007-04-20,5,40,Владивосток,Москва
2007-04-15,2007-04-20,3,20,Владивосток,Москва
2007-04-15,2007-04-20,3,20,Санкт-Петербург,Владивосток
2007-04-15,2007-04-16,5,40,Санкт-Петербург,Москва
2007-04-15,2007-04-21,3,20,Владивосток,Москва
2007-04-16,2007-04-22,3,20,Владивосток,Санкт-Петербург
2007-04-16,2007-04-17,4,20,Владивосток,Москва
2007-04-16,2007-04-23,5,40,Владивосток,Москва
2007-04-16,2007-04-19,4,20,Москва,Санкт-Петербург
2007-04-16,2007-04-17,2,40,Санкт-Петербург,Москва
2007-04-17,2007-04-23,5,20,Владивосток,Москва
2007-04-17,2007-04-22,5,40,Владивосток,Москва
2007-04-18,2007-04-21,3,20,Санкт-Петербург,Владивосток
2007-04-18,2007-04-24,2,20,Владивосток,Санкт-Петербург
2007-04-18,2007-04-19,2,20,Санкт-Петербург,Владивосток
2007-04-18,2007-04-19,5,20,Москва,Владивосток
2007-04-19,2007-04-24,6,20,Санкт-Петербург,Москва
2007-04-19,2007-04-23,5,40,Санкт-Петербург,Москва
2007-04-20,2007-04-22,2,40,Санкт-Петербург,Владивосток
2007-04-21,2007-04-28,2,20,Владивосток,Санкт-Петербург
2007-04-21,2007-04-28,4,20,Санкт-Петербург,Москва
2007-04-21,2007-04-28,3,40,Санкт-Петербург,Владивосток
2007-04-21,2007-04-22,5,20,Москва,Санкт-Петербург
2007-04-21,2007-04-22,6,40,Владивосток,Санкт-Петербург
2007-04-21,2007-04-27,3,40,Москва,Владивосток
2007-04-22,2007-04-27,3,40,Санкт-Петербург,Владивосток
2007-04-22,2007-04-28,3,20,Санкт-Петербург,Москва
2007-04-23,2007-04-30,3,20,Москва,Санкт-Петербург
2007-04-24,2007-04-27,4,20,Москва,Владивосток
2007-04-24,2007-04-30,6,20,Владивосток,Москва
2007-04-24,2007-04-25,4,40,Владивосток,Москва
2007-04-24,2007-04-30,5,40,Москва,Владивосток
2007-04-25,2007-04-28,5,40,Санкт-Петербург,Владивосток
2007-04-25,2007-04-28,2,20,Москва,Владивосток
2007-04-26,2007-04-27,3,40,Санкт-Петербург,Владивосток
2007-04-26,2007-05-02,5,40,Санкт-Петербург,Владивосток
2007-04-28,2007-04-29,2,40,Санкт-Петербург,Владивосток
2007-04-28,2007-05-03,3,20,Владивосток,Санкт-Петербург
2007-04-29,2007-05-02,5,20,Владивосток,Москва
2007-04-29,2007-04-30,6,40,Москва,Санкт-Петербург
2007-04-29,2007-05-03,2,20,Владивосток,Москва
2007-04-30,2007-05-07,3,20,Санкт-Петербург,Москва
2007-05-01,2007-05-05,6,40,Санкт-Петербург,Владивосток
2007-05-01,2007-05-05,2,20,Владивосток,Москва
2007-05-02,2007-05-07,7,40,Владивосток,Санкт-Петербург
2007-05-02,2007-05-03,4,40,Москва,Владивосток
2007-05-02,2007-05-08,7,40,Санкт-Петербург,Владивосток
2007-05-02,2007-05-04,7,20,Москва,Владивосток
2007-05-03,2007-05-06,3,40,Владивосток,Москва
2007-05-03,2007-05-07,7,20,Москва,Санкт-Петербург
